98419	Mesnil-sous-Vienne	Mesnil-sous-Vienne		France	27405	Eure		Gisors				POINT(1.66703 49.38573)		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e292703	Eure, con Gisors	2994217									Mesnil-sous-Vienne
100623	Aixe-sur-Vienne	Aixe-sur-Vienne		France	87001	Haute-Vienne	Limoges					POINT(1.13581 45.79663)		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e134817	Haute-Vienne, ar. Limoges	3038352									Aixe-sur-Vienne
101949	Vienne	Vienne		France	38544	Isère						POINT(4.87484 45.52569)		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e391552	Isère	2969284				Vienna					Vienne
101952	Vienne	La Croix-en-Brie		France	77147	Seine-et-Marne		Nangis				POINT(3.07671 48.59385)		Paris_AN_JJ_inventaire_JJ37-50_index.xlsx#d1e391705	Seine-et-Marne, con Nangis, cne La Croix-en-Brie	3009734				chapellenie					La Croix-en-Brie
